"Intersection","Analysis Neighborhood","Latitude","Longitude"
"FILLMORE ST \ SUTTER ST","Pacific Heights","37.78608703613","-122.43327331543"
"BOYLSTON ST \ GAVEN ST","Portola","37.73260498047","-122.41112518311"
"SARGENT ST \ VERNON ST","Oceanview/Merced/Ingleside","37.7161026001","-122.46801757813"
"FOREST SIDE AVE \ VICENTE ST","West of Twin Peaks","37.73985290527","-122.46919250488"
"MARIPOSA ST \ TENNESSEE ST","Potrero Hill","37.76425933838","-122.38985443115"
"23RD ST \ CORBETT AVE","Twin Peaks","37.75231170654","-122.44361114502"
"MARTIN LUTHER KING JR DR \ METSON RD","Golden Gate Park","37.76541137695","-122.49100494385"
"KEITH ST \ VAN DYKE AVE","Bayview Hunters Point","37.728099823","-122.39054870605"
"AUTO DR \ MORAGA ST","Inner Sunset","37.75660705566","-122.46520233154"
"15TH AVE \ LINCOLN WAY","Golden Gate Park","37.76564025879","-122.47292327881"
"01ST ST \ FOLSOM ST","Financial District/South Beach","37.78730010986","-122.39447784424"
"BRONTE ST \ MOJAVE ST","Bernal Heights","37.73892211914","-122.41019439697"
"TAYLOR ST \ THE EMBARCADERO","North Beach","37.80896759033","-122.41584014893"
"JOHNSTONE DR \ MEDICAL CENTER WAY","Inner Sunset","37.75875091553","-122.4549407959"
"CESAR CHAVEZ ST \ MARYLAND ST","Bayview Hunters Point","37.7505607605","-122.38269042969"
"RIZAL ST \ TANDANG SORA","South of Market","37.78149795532","-122.39980316162"
"MACONDRAY LN \ TAYLOR ST","Russian Hill","37.79936599731","-122.41402435303"
"MONTECITO AVE \ VALDEZ AVE","West of Twin Peaks","37.73011016846","-122.45496368408"
"FRANKLIN ST \ LILY ST","Hayes Valley","37.77476119995","-122.42086029053"
"ADDISON ST \ BEMIS ST","Glen Park","37.73782348633","-122.42949676514"
"BELVEDERE ST \ FREDERICK ST","Haight Ashbury","37.76687240601","-122.4490737915"
"FILBERT ST \ JASPER PL","North Beach","37.80147171021","-122.40855407715"
"GARCES DR \ RIVAS AVE","Lakeshore","37.71619033813","-122.48161315918"
"27TH AVE \ JUDAH ST","Sunset/Parkside","37.76132202148","-122.48556518555"
"BAYVIEW CIR \ SILVERVIEW DR","Bayview Hunters Point","37.73334884644","-122.39658355713"
"LEAVENWORTH ST \ PINE ST","Nob Hill","37.79025268555","-122.41555786133"
"07TH ST \ DAGGETT ST","Mission Bay","37.7671661377","-122.39582824707"
"20TH AVE \ FULTON ST","Golden Gate Park","37.77281570435","-122.47883605957"
"COLLINS ST \ GEARY BLVD","Lone Mountain/USF","37.78211593628","-122.45008850098"
"26TH ST \ ORANGE ALY","Mission","37.74893951416","-122.4197769165"
"BRYANT ST \ LANGTON ST","South of Market","37.7738571167","-122.40528869629"
"BEACH ST \ PIERCE ST","Marina","37.80396270752","-122.44019317627"
"JACKSON ST \ WALL PL","Russian Hill","37.7946434021","-122.41751861572"
"MASON ST \ NOB HILL PL","Nob Hill","37.79153060913","-122.41075897217"
"SUNSET BLVD \ VICENTE ST","Sunset/Parkside","37.73849487305","-122.49417877197"
"12TH ST \ MARKET ST \ PAGE ST","Mission","37.77435684204","-122.42025756836"
"LEAVENWORTH ST \ LURMONT TER","Russian Hill","37.80170822144","-122.41787719727"
"16TH ST \ DEHON ST","Castro/Upper Market","37.76441955566","-122.43011474609"
"JARBOE AVE \ PUTNAM ST","Bernal Heights","37.73815536499","-122.41088104248"
"RAMSELL ST \ SHIELDS ST","Oceanview/Merced/Ingleside","37.7179107666","-122.4662322998"
"MARNE AVE \ PORTOLA DR","West of Twin Peaks","37.74063491821","-122.45818328857"
"32ND AVE \ CALIFORNIA ST","Outer Richmond","37.78354263306","-122.49250793457"
"GOLDEN GATE AVE \ STANYAN ST","Lone Mountain/USF","37.77702713013","-122.45512390137"
"CLIPPER ST \ DOUGLASS ST","Noe Valley","37.74866485596","-122.43824768066"
"26TH AVE \ CLEMENT ST","Outer Richmond","37.78197479248","-122.48594665527"
"18TH ST \ MISSION ST","Mission","37.76183700562","-122.4193572998"
"26TH AVE \ SCENIC WAY","Seacliff","37.78829574585","-122.48641204834"
"45TH AVE \ SANTIAGO ST","Sunset/Parkside","37.74369049072","-122.50367736816"
"CASTRO ST \ JERSEY ST","Noe Valley","37.75049591064","-122.4340057373"
"CYRIL MAGNIN ST \ ELLIS ST","Tenderloin","37.78538894653","-122.40866851807"
"LAUREL ST \ WASHINGTON ST","Presidio Heights","37.78951644897","-122.45065307617"
"BERNAL HEIGHTS BLVD \ FOLSOM ST","Bernal Heights","37.74359130859","-122.41227722168"
"17TH AVE \ PACHECO ST","Inner Sunset","37.75060272217","-122.47407531738"
"HOLLOWAY AVE \ VICTORIA ST","Oceanview/Merced/Ingleside","37.72167205811","-122.46539306641"
"DUNCAN ST \ NEWBURG ST","Noe Valley","37.74561309814","-122.43472290039"
"26TH ST \ FAIR OAKS ST","Mission","37.74871063232","-122.42367553711"
"HALLECK ST \ LEIDESDORFF ST","Financial District/South Beach","37.79343795776","-122.4020614624"
"25TH ST \ TREAT AVE","Mission","37.75096893311","-122.41284179688"
"BROSNAN ST \ GUERRERO ST","Mission","37.76863098145","-122.42442321777"
"GEARY BLVD \ JORDAN AVE","Presidio Heights","37.78144073486","-122.45662689209"
"FRANKLIN ST \ IVY ST","Hayes Valley","37.77756118774","-122.42142486572"
"SLOAT BLVD \ SYLVAN DR","Sunset/Parkside","37.73419570923","-122.48552703857"
"19TH ST \ COLLINGWOOD ST","Castro/Upper Market","37.75922393799","-122.4359588623"
"AVILA ST \ CAPRA WAY","Marina","37.80261993408","-122.44078063965"
"35TH AVE \ EASEMENT","Sunset/Parkside","37.73447036743","-122.49228668213"
"26TH ST \ YORK ST","Mission","37.74965667725","-122.40788269043"
"BAKER ST \ CHESTNUT ST","Marina","37.79955673218","-122.44615936279"
"JONES ST \ MCALLISTER ST","Tenderloin","37.78113555908","-122.41202545166"
"FLORENTINE AVE \ MORSE ST","Excelsior","37.7119102478","-122.44332122803"
"48TH AVE \ SANTIAGO ST","Sunset/Parkside","37.74354934692","-122.50689697266"
"PETRARCH PL \ PINE ST","Financial District/South Beach","37.79194641113","-122.4021987915"
"GILMAN AVE \ JENNINGS ST","Bayview Hunters Point","37.72140884399","-122.39373779297"
"22ND ST \ CAPP ST","Mission","37.75550079346","-122.41765594482"
"BEALE ST \ DAVIS ST \ MARKET ST \ PINE ST","Financial District/South Beach","37.7924041748","-122.39738464355"
"DIVISION ST \ KING ST","Mission Bay","37.76986694336","-122.40240478516"
"31ST AVE \ SEA VIEW TER","Seacliff","37.78422546387","-122.49147796631"
"15TH AVE \ LAWTON ST","Inner Sunset","37.75904464722","-122.4719619751"
"REY ST \ TOWERSIDE AVE","Visitacion Valley","37.71039199829","-122.4125213623"
"BAY ST \ BUCHANAN ST","Marina","37.80305862427","-122.43332672119"
"NEWHALL ST \ WILLIAMS AVE","Bayview Hunters Point","37.72993850708","-122.39739227295"
"EUCALYPTUS DR \ SYLVAN DR","Sunset/Parkside","37.73094558716","-122.48529815674"
"BOWLING GREEN DR \ NANCY PELOSI DR","Golden Gate Park","37.77040100098","-122.460105896"
"CLAY ST \ SPROULE LN","Nob Hill","37.7935256958","-122.412109375"
"ALABAMA ST \ NORWICH ST","Bernal Heights","37.74529647827","-122.41047668457"
"INNES AVE \ PHELPS ST","Bayview Hunters Point","37.74048233032","-122.39070129395"
"COLE ST \ HAIGHT ST","Haight Ashbury","37.7695274353","-122.45070648193"
"CUSHMAN ST \ SACRAMENTO ST","Nob Hill","37.79264831543","-122.41190338135"
"ANZA ST \ COLLINS ST","Lone Mountain/USF","37.78075027466","-122.44981384277"
"GRAFTON AVE \ HAROLD AVE","Oceanview/Merced/Ingleside","37.72003936768","-122.45309448242"
"ALAMEDA ST \ POTRERO AVE","Mission","37.76835250854","-122.40781402588"
"DORMITORY RD \ KIRKWOOD AVE \ KISKA RD","Bayview Hunters Point","37.72966003418","-122.37493133545"
"BELVEDERE ST \ HAIGHT ST","Haight Ashbury","37.76966094971","-122.44964599609"
"27TH ST \ CHURCH ST","Noe Valley","37.74689483643","-122.42697143555"
"DRUMM ST \ SACRAMENTO ST","Financial District/South Beach","37.79458999634","-122.39658355713"
"ARELIOUS WALKER DR \ GILMAN AVE","Bayview Hunters Point","37.71717834473","-122.38626861572"
"CORBETT AVE \ MORGAN ALY","Twin Peaks","37.75481414795","-122.44239044189"
"OAK ST \ STEINER ST","Haight Ashbury","37.77375793457","-122.43246459961"
"LINDA VISTA STPS \ ROLPH ST","Excelsior","37.71157455444","-122.42992401123"
"BACON ST \ GIRARD ST","Portola","37.72737503052","-122.40459442139"
"ESPANOLA ST \ MATTHEW CT","Bayview Hunters Point","37.73128128052","-122.37993621826"
"UNNAMED 033 \ VENTURA AVE","West of Twin Peaks","37.7508354187","-122.46300506592"
"MORSE ST \ WHIPPLE ST","Excelsior","37.71057510376","-122.44749450684"
"LARKIN ST \ POST ST","Tenderloin","37.78703689575","-122.41827392578"
"14TH ST \ CHURCH ST","Castro/Upper Market","37.76773071289","-122.42897033691"
"BUCHANAN ST \ BUSH ST","Pacific Heights","37.78744125366","-122.43016815186"
"JONES ST \ POST ST","Tenderloin","37.7876625061","-122.41335296631"
"COVENTRY CT \ CRESTA VISTA DR","West of Twin Peaks","37.73564529419","-122.4525680542"
"BOSWORTH ST \ OSHAUGHNESSY BLVD","Glen Park","37.73596954346","-122.44192504883"
"LOMBARD ST \ POLK ST","Russian Hill","37.80155944824","-122.42290496826"
"10TH ST \ JESSIE ST","South of Market","37.77569961548","-122.41644287109"
"CLIPPER ST \ NOE ST","Noe Valley","37.7490272522","-122.431640625"
"BRANNAN ST \ LANGTON ST","South of Market","37.77262496948","-122.40374755859"
"SAN BRUNO AVE \ WARD ST","Portola","37.7191619873","-122.40043640137"
"HYDE ST \ LYNCH ST","Russian Hill","37.79571533203","-122.41834259033"
"27TH ST \ DOUGLASS ST","Noe Valley","37.7462310791","-122.43801116943"
"19TH ST \ WISCONSIN ST","Potrero Hill","37.76112747192","-122.39929962158"
"26TH AVE \ CALIFORNIA ST","Outer Richmond","37.78383255005","-122.48609161377"
"13TH ST \ SOUTH VAN NESS AVE","Mission","37.7698135376","-122.41775512695"
"FARRAGUT AVE \ MISSION ST","Outer Mission","37.70994567871","-122.44931030273"
"ADELE CT \ JACKSON ST","Chinatown","37.79566192627","-122.40954589844"
"CHICAGO WAY \ CORDOVA ST","Excelsior","37.70886993408","-122.43439483643"
"21ST AVE \ KIRKHAM ST","Sunset/Parkside","37.75973892212","-122.47900390625"
"21ST AVE \ SANTIAGO ST","Sunset/Parkside","37.74482345581","-122.47796630859"
"31ST AVE \ CALIFORNIA ST","Seacliff","37.78359222412","-122.49143981934"
"GREAT HWY \ KIRKHAM ST \ LA PLAYA","Sunset/Parkside","37.75841522217","-122.50910949707"
"18TH ST \ RHODE ISLAND ST","Potrero Hill","37.76222991943","-122.40232849121"
"LOMBARD ST \ PIERCE ST","Marina","37.79942703247","-122.43933868408"
"CAINE AVE \ LAKEVIEW AVE","Oceanview/Merced/Ingleside","37.71658325195","-122.45115661621"
"25TH AVE \ SEACLIFF AVE","Seacliff","37.78893280029","-122.485206604"
"DELANCEY ST \ FEDERAL ST","Financial District/South Beach","37.78441238403","-122.39085388184"
"DIAMOND ST \ HILIRITAS AVE","Glen Park","37.73779678345","-122.43691253662"
"CHURCH ST \ DUNCAN ST","Noe Valley","37.7460975647","-122.42688751221"
"BRAZIL AVE \ MISSION ST","Outer Mission","37.72468185425","-122.43479919434"
"14TH AVE \ GEARY BLVD","Outer Richmond","37.78063201904","-122.47284698486"
"46TH AVE \ RIVERA ST","Sunset/Parkside","37.74550247192","-122.5048828125"
"ELLIOT ST \ LELAND AVE","Visitacion Valley","37.71369552612","-122.41160583496"
"24TH ST \ CHATTANOOGA ST","Noe Valley","37.75177001953","-122.42633056641"
"HOOKER ALY \ MASON ST","Nob Hill","37.79039001465","-122.41052246094"
"DARTMOUTH ST \ WOOLSEY ST","Portola","37.72317123413","-122.41049957275"
"CHAVES AVE \ DEL SUR AVE","West of Twin Peaks","37.74186325073","-122.4539642334"
"ALDER ST \ HARKNESS AVE","Visitacion Valley","37.71804428101","-122.40534210205"
"BUSH ST \ LARKIN ST","Nob Hill","37.78890991211","-122.41865539551"
"JENNINGS ST \ THOMAS AVE","Bayview Hunters Point","37.72829437256","-122.387550354"
"MARTIN LUTHER KING JR DR \ NANCY PELOSI DR","Golden Gate Park","37.76801300049","-122.46700286865"
"DELTA ST \ TEDDY AVE","Visitacion Valley","37.71515655518","-122.40859985352"
"SACRAMENTO ST \ SPROULE LN","Nob Hill","37.79264450073","-122.41192626953"
"GREEN ST \ TAYLOR ST","Nob Hill","37.79888916016","-122.41393280029"
"42ND AVE \ IRVING ST","Sunset/Parkside","37.76247406006","-122.50177001953"
"DIAMOND HEIGHTS BLVD \ DUNCAN ST","Noe Valley","37.74655914307","-122.44340515137"
"GOUGH ST \ GREENWICH ST","Marina","37.79999542236","-122.42764282227"
"COSO AVE \ ELSIE ST","Bernal Heights","37.7452545166","-122.41610717773"
"DAVIDSON AVE \ QUINT ST","Bayview Hunters Point","37.74467086792","-122.38976287842"
"11TH AVE \ PACHECO ST","Inner Sunset","37.75165939331","-122.46761322021"
"HOWARD ST \ RUSS ST","South of Market","37.77886199951","-122.40827178955"
"JURI ST \ SAN JOSE AVE","Mission","37.74996185303","-122.42139434814"
"CANYON DR \ ROBINSON DR","Excelsior","37.70886993408","-122.42929077148"
"18TH AVE \ WAWONA ST","West of Twin Peaks","37.73747634888","-122.47423553467"
"ELLINGTON AVE \ MOUNT VERNON AVE","Outer Mission","37.71504211426","-122.44325256348"
"BAKER ST \ OAK ST","Haight Ashbury","37.77271270752","-122.44073486328"
"PACIFIC AVE \ STEINER ST","Pacific Heights","37.79313659668","-122.436378479"
"BRADFORD ST \ MOJAVE ST","Bernal Heights","37.73888778687","-122.40956878662"
"35TH AVE \ BALBOA ST","Outer Richmond","37.7758140564","-122.49517822266"
"PERU AVE \ VALMAR TER","Excelsior","37.72594451904","-122.42413330078"
"FAIRFIELD WAY \ KENWOOD WAY \ MANOR DR","West of Twin Peaks","37.72825241089","-122.46407318115"
"JUNIPERO SERRA BLVD \ PORTOLA DR \ SAINT FRANCIS BLVD \ SLOAT BLVD \ WEST PORTAL AVE","West of Twin Peaks","37.73470687866","-122.47157287598"
"DIGBY ST \ EVERSON ST","Glen Park","37.73835754395","-122.43124389648"
"BACON ST \ SAN BRUNO AVE","Portola","37.72763442993","-122.4035949707"
"FERN ST \ POLK ST","Nob Hill","37.7882232666","-122.42021179199"
"AMHERST ST \ FELTON ST","Portola","37.72694396973","-122.4164276123"
"GRANT AVE \ JACK KEROUAC ALY","Chinatown","37.79747009277","-122.4069442749"
"MANCHESTER ST \ STONEMAN ST","Bernal Heights","37.74509429932","-122.41416931152"
"LANE ST \ UNDERWOOD AVE","Bayview Hunters Point","37.72978591919","-122.39185333252"
"24TH ST \ FAIR OAKS ST","Mission","37.75191116333","-122.42398834229"
"CANDLESTICK COVE WAY \ PELICAN COVE TER","Bayview Hunters Point","37.71195983887","-122.39395904541"
"MARKET ST \ MCCOPPIN ST \ PEARL ST","Mission","37.77136993408","-122.4239730835"
"COUNTRY CLUB DR \ OCEAN AVE","Sunset/Parkside","37.73184585571","-122.49514007568"
"HARKNESS AVE \ RUTLAND ST","Visitacion Valley","37.71794509888","-122.40502166748"
"GENEVA AVE \ VIENNA ST","Excelsior","37.71384429932","-122.43536376953"
"BELLE AVE \ NIANTIC AVE \ SAINT CHARLES AVE","Oceanview/Merced/Ingleside","37.70866012573","-122.46926879883"
"29TH ST \ MISSION ST","Bernal Heights","37.74403762817","-122.42089080811"
"GREEN ST \ VARENNES ST","North Beach","37.7998008728","-122.40660858154"
"DR TOM WADDELL PL \ POLK ST","Tenderloin","37.77796936035","-122.41813659668"
"CONSERVATORY ACCESS RD \ JOHN F KENNEDY DR","Golden Gate Park","37.77117156982","-122.45819854736"
"BRODERICK ST \ TURK ST","Western Addition","37.7794380188","-122.44039916992"
"PEMBERTON PL \ VILLA TER","Castro/Upper Market","37.75845336914","-122.44676971436"
"36TH AVE \ FULTON ST","Outer Richmond","37.77203369141","-122.49597167969"
"MARKET ST \ VALENCIA ST","Mission","37.77250289917","-122.42262268066"
"BACON ST \ OXFORD ST","Portola","37.7237663269","-122.4183883667"
"CAMPBELL AVE \ SOMERSET ST","Visitacion Valley","37.71464920044","-122.40256500244"
"MULLEN AVE \ PERALTA AVE","Bernal Heights","37.74641799927","-122.4090423584"
"14TH ST \ NATOMA ST","Mission","37.76836013794","-122.41855621338"
"BANNAN PL \ GREEN ST","North Beach","37.7996635437","-122.40769958496"
"21ST AVE \ SLOAT BLVD","Sunset/Parkside","37.73461914063","-122.47708129883"
"25TH ST \ BRYANT ST","Mission","37.75120162964","-122.40898132324"
"ANTONIO ST \ JONES ST","Tenderloin","37.78530883789","-122.41287231445"
"DELTA ST \ VISITACION AVE","Visitacion Valley","37.71195220947","-122.40972900391"
"26TH ST \ DOUGLASS ST","Noe Valley","37.74783325195","-122.43816375732"
"CLAYTON ST \ CORBETT AVE","Castro/Upper Market","37.75872421265","-122.44602203369"
"BALCETA AVE \ LAGUNA HONDA BLVD","West of Twin Peaks","37.74549102783","-122.45739746094"
"FOLSOM ST \ JARBOE AVE","Bernal Heights","37.73831558228","-122.4133605957"
"BORICA ST \ HOLLOWAY AVE","Oceanview/Merced/Ingleside","37.72165298462","-122.46865844727"
"FULTON ST \ SHRADER ST","Lone Mountain/USF","37.7749710083","-122.45300292969"
"BENTON AVE \ GENEBERN WAY","Bernal Heights","37.7328414917","-122.42515563965"
"FRANCISCO ST \ TAYLOR ST","North Beach","37.80448150635","-122.41505432129"
"19TH ST \ HARRISON ST","Mission","37.76062774658","-122.41268157959"
"MASON ST \ WASHINGTON ST","Nob Hill","37.79452514648","-122.41136169434"
"36TH AVE \ CABRILLO ST","Outer Richmond","37.77389907837","-122.49611663818"
"INNES AVE \ MENDELL ST","Bayview Hunters Point","37.73835754395","-122.38696289063"
"COTTER ST \ SAN JOSE AVE","Outer Mission","37.73025131226","-122.43748474121"
"FALLON PL \ TAYLOR ST","Nob Hill","37.79765701294","-122.41368103027"
"HOWARD ST \ LAFAYETTE ST","Mission","37.7724571228","-122.41630554199"
"LOS PALMOS DR \ STANFORD HEIGHTS AVE","West of Twin Peaks","37.73583984375","-122.44998931885"
"CLAY ST \ LYON ST","Pacific Heights","37.78924942017","-122.44575500488"
"RAYMOND AVE \ RUTLAND ST","Visitacion Valley","37.71322631836","-122.40705871582"
"PARNASSUS AVE \ WILLARD ST","Inner Sunset","37.76431274414","-122.45421600342"
"FELL ST \ MASONIC AVE","Lone Mountain/USF","37.77299499512","-122.44589996338"
"CURTIS ST \ PRAGUE ST","Excelsior","37.71011352539","-122.43756103516"
"CORONADO ST \ JAMESTOWN AVE","Bayview Hunters Point","37.71692276001","-122.39072418213"
"CONGDON ST \ NEY ST","Excelsior","37.73013687134","-122.42608642578"
"HOLYOKE ST \ KAREN CT","Portola","37.72330093384","-122.40727233887"
"12TH ST \ BERNICE ST","Mission","37.77034759521","-122.41374969482"
"35TH AVE \ MORAGA ST","Sunset/Parkside","37.75535202026","-122.49375152588"
"LEAVENWORTH ST \ UNITED NATIONS PLZ","Tenderloin","37.7799911499","-122.41349029541"
"19TH AVE \ DENSLOWE DR","Lakeshore","37.72490692139","-122.47484588623"
"ULLOA ST \ WOODSIDE AVE","West of Twin Peaks","37.74570083618","-122.45391845703"
"ANZA ST \ WOOD ST","Lone Mountain/USF","37.78087997437","-122.44879150391"
"JACKSON ST \ WENTWORTH PL","Chinatown","37.79607772827","-122.40622711182"
"JACKSON ST \ STONE ST","Chinatown","37.79568481445","-122.40933990479"
"SANTA MONICA WAY \ SANTA PAULA AVE","West of Twin Peaks","37.73792648315","-122.4633026123"
"32ND AVE \ EL CAMINO DEL MAR","Seacliff","37.78657913208","-122.49311828613"
"FLOOD AVE \ GENNESSEE ST","West of Twin Peaks","37.72987365723","-122.45113372803"
"GENEVA AVE \ GLORIA CT","Outer Mission","37.71725845337","-122.44161987305"
"14TH ST \ CASTRO ST","Castro/Upper Market","37.76732635498","-122.43562316895"
"FRIENDSHIP CT \ MCALLISTER ST","Western Addition","37.7787437439","-122.43090057373"
"ASHWOOD LN \ CLARENDON AVE","Inner Sunset","37.75285339355","-122.45603179932"
"ANZAVISTA AVE \ BARCELONA AVE","Lone Mountain/USF","37.77945709229","-122.44446563721"
"DUNCOMBE ALY \ JACKSON ST","Chinatown","37.79590988159","-122.40756225586"
"48TH AVE \ LAWTON ST","Sunset/Parkside","37.75659942627","-122.50780487061"
"UNION ST \ VAN NESS AVE","Russian Hill","37.7985534668","-122.42398071289"
"GREEN ST \ KEARNY ST","North Beach","37.79990005493","-122.4058303833"
"22ND AVE \ PACHECO ST","Sunset/Parkside","37.75037002563","-122.47942352295"
"CRESCENT AVE \ PORTER ST","Bernal Heights","37.73495101929","-122.41809844971"
"GEARY BLVD \ WEBSTER ST","Japantown","37.78456878662","-122.43120574951"
"SAN JOSE AVE \ SHAWNEE AVE","Outer Mission","37.71886444092","-122.44779205322"
"ULLOA ST \ WAWONA ST","West of Twin Peaks","37.74132537842","-122.46671295166"
"CRISSY FIELD AVE \ LINCOLN BLVD","Presidio","37.80501937866","-122.46985626221"
"04TH AVE \ IRVING ST","Inner Sunset","37.76427078247","-122.46096038818"
"BISHOP ST \ HARKNESS AVE","Visitacion Valley","37.71781539917","-122.40453338623"
"BUCHANAN ST \ LAUSSAT ST","Hayes Valley","37.77206039429","-122.42706298828"
